label	question	answer_test	answer
2	Как пройти сразу итоговый тест, мне для галочки нужно	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Как пройти сразу итоговый тест, мне для галочки нужно
2	Пропустила все сроки тестов. Как мне наверстать ?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Пропустила все сроки тестов. Как мне наверстать ?
2	Если я с первого раза не сдам итоговое тестирование, у меня будет возможность пересдачи	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Если я с первого раза не сдам итоговое тестирование, у меня будет возможность пересдачи
2	Могу ли я ещё пройти тест	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Могу ли я ещё пройти тест
2	Проходила тесты и не сдала их нельзя пересдавать	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Проходила тесты и не сдала их нельзя пересдавать
2	Я рискую отстать от учебного графика. Мне осталось пройти итоговый тест	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Я рискую отстать от учебного графика. Мне осталось пройти итоговый тест
2	Есть ли возможность пересдачи теста после отрицательного результата	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Есть ли возможность пересдачи теста после отрицательного результата
2	Я прошла тест, теперь я не буду зачислена в список отстающих?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Я прошла тест, теперь я не буду зачислена в список отстающих?
2	Не успеваю пройти тест, можно сдать тест позже?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Не успеваю пройти тест, можно сдать тест позже?
2	Срок сдачи теста заканчивается, будет ли он активен после конечной даты	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Срок сдачи теста заканчивается, будет ли он активен после конечной даты
2	Не успела пройти урок, соответственно и тест не сдам во время, можно будет сдать тест позже?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Не успела пройти урок, соответственно и тест не сдам во время, можно будет сдать тест позже?
2	Если я не смогу сдать сегодня тест, то завтра смогу продлить его и сдать его в следующем месяце?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Если я не смогу сдать сегодня тест, то завтра смогу продлить его и сдать его в следующем месяце?
2	Если я вовремя не прошла темы, то итоговый тест я не смогу пройти	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Если я вовремя не прошла темы, то итоговый тест я не смогу пройти
2	Прошла тест позже положенной даты, ничего страшного?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Прошла тест позже положенной даты, ничего страшного?
2	Можно ли пройти тесты, которые пропустил	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Можно ли пройти тесты, которые пропустил
2	Что если не сдать тест до указанной даты в курсе	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Что если не сдать тест до указанной даты в курсе
2	Сроки сдачи теста можно перенести?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Сроки сдачи теста можно перенести?
2	Что будет, если не успеть сдать тест в срок?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Что будет, если не успеть сдать тест в срок?
2	Сегодня последний день сдачи итогового теста, смогу ли я его пройти завтра	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Сегодня последний день сдачи итогового теста, смогу ли я его пройти завтра
2	Не успеваю пройти тест, могу я перенести дату?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75248	Не успеваю пройти тест, могу я перенести дату?
3	Пригласила пройти учебу, но доступ мне закрыт. Что делать?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Пригласила пройти учебу, но доступ мне закрыт. Что делать?
3	Прислали приглашение на почту , зарегистрировалась, но не могу начать обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Прислали приглашение на почту , зарегистрировалась, но не могу начать обучение
3	"Мне прислали приглашение на учебу, но пишет ""Доступ закрыт. Оформите подписку"". Что делать?"	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	"Мне прислали приглашение на учебу, но пишет ""Доступ закрыт. Оформите подписку"". Что делать?"
3	Мне назначили обучение. У меня в разделе текущие обучения ничего не отражается	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне назначили обучение. У меня в разделе текущие обучения ничего не отражается
3	Приглашение в электронной почте приняла, но курс не появился	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Приглашение в электронной почте приняла, но курс не появился
3	Приглашение на обучение отправляют повторно ,но до меня не доходят	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Приглашение на обучение отправляют повторно ,но до меня не доходят
3	На почту пришло приглашение о прохождении курсов, как найти их	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	На почту пришло приглашение о прохождении курсов, как найти их
3	Мне не приходят на электронную почту приглашения на обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне не приходят на электронную почту приглашения на обучение
3	Так и не поступило приглашение на курсы от организатора	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Так и не поступило приглашение на курсы от организатора
3	Не могу принять приглашение, потому как требует логин и пароль	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Не могу принять приглашение, потому как требует логин и пароль
3	На мою электронную почту было выслано приглашение на обучение, при регистрации этого обучения я не увидела	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	На мою электронную почту было выслано приглашение на обучение, при регистрации этого обучения я не увидела
3	Пришло сообщение от начальства на почту о присоединении к обучению	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Пришло сообщение от начальства на почту о присоединении к обучению
3	Мне не приходит приглашение для обучения, которое мне отправляли несколько раз	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне не приходит приглашение для обучения, которое мне отправляли несколько раз
3	Руководитель прислал ссылки, приглашение на сайт зарегистрироваться надо) и приглашение с ссылкой на обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Руководитель прислал ссылки, приглашение на сайт зарегистрироваться надо) и приглашение с ссылкой на обучение
3	Работодателем отправлено приглашение на обучение, не могу пройти по нему дальше	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Работодателем отправлено приглашение на обучение, не могу пройти по нему дальше
3	Мне назначили обучение, не могу зайти по ссылке которую прислали на эл. Почту	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне назначили обучение, не могу зайти по ссылке которую прислали на эл. Почту
3	Руководитель говорит, что мне отправлены приглашения на эл.почту на обучение, но мне ничего не приходит	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Руководитель говорит, что мне отправлены приглашения на эл.почту на обучение, но мне ничего не приходит
3	Мне приходило на почту приглашение на прохождение обучения, но почту не смогли подтвердить.	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне приходило на почту приглашение на прохождение обучения, но почту не смогли подтвердить.
3	Мне как сотруднику назначили обучение, но я не могу пройти по ссылке	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне как сотруднику назначили обучение, но я не могу пройти по ссылке
3	Не могу пройти по отправленной мне ссылке для обучения, пишет заказать презентацию	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Не могу пройти по отправленной мне ссылке для обучения, пишет заказать презентацию
3	Мне не пришло письмо с приглашением на курсы	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне не пришло письмо с приглашением на курсы
3	Меня пригласил по ссылке руководитель для прохождения курсов. В личном кабинете курсов нет	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Меня пригласил по ссылке руководитель для прохождения курсов. В личном кабинете курсов нет
3	Приглашение на учебу не приходит на эл.почту	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Приглашение на учебу не приходит на эл.почту
3	Прислали ссылки на обучение, выхожу на личный кабинет. А дальше-то куда	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Прислали ссылки на обучение, выхожу на личный кабинет. А дальше-то куда
3	Мне назначен курс, но ссылки в письме не было, как я в своем кабинете могу увидеть назначенное обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне назначен курс, но ссылки в письме не было, как я в своем кабинете могу увидеть назначенное обучение
3	Директор мне присылает ссылку для прохождения обучения, но я почему-то прохожу его как отдельное лицо- не сотрудник школы	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Директор мне присылает ссылку для прохождения обучения, но я почему-то прохожу его как отдельное лицо- не сотрудник школы
3	Мне назначено обучение, но я его не вижу	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне назначено обучение, но я его не вижу
3	Я не вижу свое обучение. Мне было отправлено приглашение с эл. почты	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Я не вижу свое обучение. Мне было отправлено приглашение с эл. почты
3	Руководитель оформил обучение и прислал мне письмо с приглашением , я перехожу по ссылке а уроки не активны	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Руководитель оформил обучение и прислал мне письмо с приглашением , я перехожу по ссылке а уроки не активны
3	Не приходят письма на почту. О том что меня приглашают пройти обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Не приходят письма на почту. О том что меня приглашают пройти обучение
3	Мне нужно пройти обучение от работодателя, он мне прислал ссылку, но ссылка нерабочая	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне нужно пройти обучение от работодателя, он мне прислал ссылку, но ссылка нерабочая
3	"На почту пришло письмо с приглашением, прохожу по нему, пишут ""Возможно страница была удалена или вы набрали неверный адрес."""	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	"На почту пришло письмо с приглашением, прохожу по нему, пишут ""Возможно страница была удалена или вы набрали неверный адрес."""
3	На электронную почту пришло письмо с ссылкой на обучение, что дальше	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	На электронную почту пришло письмо с ссылкой на обучение, что дальше
3	Мне отправили ссылку для обучения. Но я попадаю в свой кабинет и там не этого обучения.	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне отправили ссылку для обучения. Но я попадаю в свой кабинет и там не этого обучения.
3	Ссылка пришла, а когда захожу в свой кабинет, то там пусто, нет программ для обучения	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Ссылка пришла, а когда захожу в свой кабинет, то там пусто, нет программ для обучения
3	Мне прислали приглашение на обучение на эл.почту, а я не могу перейти по ссылке	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне прислали приглашение на обучение на эл.почту, а я не могу перейти по ссылке
3	Начальник сказал, что назначил обучение, но я не получила на почту ничего	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Начальник сказал, что назначил обучение, но я не получила на почту ничего
3	Руководитель отправил мне приглашение на обучение. Письмо на почту пришло, что дальше	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Руководитель отправил мне приглашение на обучение. Письмо на почту пришло, что дальше
3	Мне не приходит приглашение на обучение от руководителя	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Мне не приходит приглашение на обучение от руководителя
3	Руководитель прислал приглашение на обучение,а я не могу зайти	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Руководитель прислал приглашение на обучение,а я не могу зайти
3	Пришло приглашение на почту пройти курсы. При переходе по ссылке в личном кабинете назначенных программ нет	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Пришло приглашение на почту пройти курсы. При переходе по ссылке в личном кабинете назначенных программ нет
3	На мою электронную почту пришло письмо с приглашением пройти обучение. Но при переходе по ссылке ничего не грузится.	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	На мою электронную почту пришло письмо с приглашением пройти обучение. Но при переходе по ссылке ничего не грузится.
3	Не могу принять приглашение на курсы от моего завуча на курсы	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Не могу принять приглашение на курсы от моего завуча на курсы
3	Как подключиться к обучению по приглашению, которое мне отправили на почту	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Как подключиться к обучению по приглашению, которое мне отправили на почту
3	Меня пригласили на курсы и переходя по ссылке он меня отправляет на главную страницу сайта	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Меня пригласили на курсы и переходя по ссылке он меня отправляет на главную страницу сайта
3	Письмо не приходит на эл. почту. работодатель говорит, что все отправлено	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Письмо не приходит на эл. почту. работодатель говорит, что все отправлено
3	Работадатель назначил обучение, оно не отображается в ЛК	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Работадатель назначил обучение, оно не отображается в ЛК
3	Меня пригласил начальник пройти обучение, но я не могу пройти по ссылке на почте	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=127373	Меня пригласил начальник пройти обучение, но я не могу пройти по ссылке на почте
4	Не могу назначить сотрудникам своей группы обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Не могу назначить сотрудникам своей группы обучение
4	Я админ для своих сотрудников, выбрала тему для изучения, но она не подходит. Как удалить	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Я админ для своих сотрудников, выбрала тему для изучения, но она не подходит. Как удалить
4	На почту получила программу. После регистрации продуктов нет	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	На почту получила программу. После регистрации продуктов нет
4	Мне назначено обучение. Почему его не видно?	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Мне назначено обучение. Почему его не видно?
4	Мне назначено обучение, но приглашение не приходит на е-майл. В личном кабинете найти тоже не могу	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Мне назначено обучение, но приглашение не приходит на е-майл. В личном кабинете найти тоже не могу
4	Отправляю учителям ссылку-приглашение на почту, но когда они переходят по ней, у них не получается начать обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Отправляю учителям ссылку-приглашение на почту, но когда они переходят по ней, у них не получается начать обучение
4	Назначил обучение сотруднику . Он зарегистрировался, но ссылки на обучение не приходят	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Назначил обучение сотруднику . Он зарегистрировался, но ссылки на обучение не приходят
4	Отправила приглашение на курсы сотрудникам, что сделать чтобы они смогли спокойно заходить	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Отправила приглашение на курсы сотрудникам, что сделать чтобы они смогли спокойно заходить
4	Отправил приглашение, но моей коллеге не пришла ссылка на обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Отправил приглашение, но моей коллеге не пришла ссылка на обучение
4	Не могу назначить обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Не могу назначить обучение
4	Мне нужно пригласить сотрудника на обучение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Мне нужно пригласить сотрудника на обучение
4	Направила повторное приглашение в школу, письма нет	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Направила повторное приглашение в школу, письма нет
4	Отправила сотруднику приглашение на курсы. Ему на почту пришло письмо, но при переходе по ссылке не может принять приглашение.	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Отправила сотруднику приглашение на курсы. Ему на почту пришло письмо, но при переходе по ссылке не может принять приглашение.
4	Выслала приглашение на сотруднику, а обучение у него не появилось	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Выслала приглашение на сотруднику, а обучение у него не появилось
4	Помогите с новым учеником, направляю ему приглашение он переходит по ссылке, а там надпись, что страница не найдена	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Помогите с новым учеником, направляю ему приглашение он переходит по ссылке, а там надпись, что страница не найдена
4	Ученику не пришло письмо с приглашением на курсы	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Ученику не пришло письмо с приглашением на курсы
4	Учителю отправил приглашение. Но на личной странице педагога назначенного курса нет.	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Учителю отправил приглашение. Но на личной странице педагога назначенного курса нет.
4	Сотруднику отправлено приглашение на обучение, но он не получает ссылку на курс от меня	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Сотруднику отправлено приглашение на обучение, но он не получает ссылку на курс от меня
4	Добавляем сотрудников на учебу, при принятия приглашении от нас у них не выходит личный кабинет, а выходит сообщение о регистрации	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Добавляем сотрудников на учебу, при принятия приглашении от нас у них не выходит личный кабинет, а выходит сообщение о регистрации
4	Работник, которому я назначила обучение, зарегистрировался, ему на почту пришла ссылка подтверждение. Ссылка не проходит, обучение не грузится	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Работник, которому я назначила обучение, зарегистрировался, ему на почту пришла ссылка подтверждение. Ссылка не проходит, обучение не грузится
4	Учитель не может по ссылке начать обучение, в личном кабинете у него не отражаются данные курсы	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Учитель не может по ссылке начать обучение, в личном кабинете у него не отражаются данные курсы
4	Отправил приглашение на обучение, в назначении обучения на моей странице администратора я не могу ему повторно назначить это обучение и выслать приглашение	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Отправил приглашение на обучение, в назначении обучения на моей странице администратора я не могу ему повторно назначить это обучение и выслать приглашение
4	Назначила обучение и отправила им приглашение на почту, но им пишут, что их почта неизвестна	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Назначила обучение и отправила им приглашение на почту, но им пишут, что их почта неизвестна
4	Сотрудникам отправляю по почте приглашение учится, оно им приходит, они переходят по ссылке и у них запрашивают Логин и Пароль	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Сотрудникам отправляю по почте приглашение учится, оно им приходит, они переходят по ссылке и у них запрашивают Логин и Пароль
4	Сотрудникам назначил обучение, им на почту пришли ссылки, по ссылкам заходят, а там требуют пароль	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Сотрудникам назначил обучение, им на почту пришли ссылки, по ссылкам заходят, а там требуют пароль
4	Отправила приглашение на обучение нашему сотруднику, он его получил на свою почту, но проходя по ссылке он не видит своего обучения, написано , что обучение не назначено	Вот ссылка по вашему вопросу https://id2.action-media.ru/Feedback/108?docId=75251	Отправила приглашение на обучение нашему сотруднику, он его получил на свою почту, но проходя по ссылке он не видит своего обучения, написано , что обучение не назначено
5	Закончила обучение, но баллы в НМО так и не начислены	Для того чтобы зачислились ЗЕТы, перед началом обучения Вам обязательно нужно зарегистрироваться на портале НМО edu.rosminzdrav.ru, найти программу в образовательных мероприятиях, по названию НОЧУ ОДПО «НАЗВАНИЕ ПРОГРАММЫ», и добавить программу в свой план обучения. После этого можно обучаться, по окончании Вам выдается удостоверение о повышении квалификации. ЗЕТы будут начислены после сдачи отчета образовательной организацией в НМО, затем в течение месяца после официального окончания программы будут зачислены ЗЕТы на портале НМО.	Закончила обучение, но баллы в НМО так и не начислены
5	На портале НМО указаны одни сроки подписки, а в программе другие	Для того чтобы зачислились ЗЕТы, перед началом обучения Вам обязательно нужно зарегистрироваться на портале НМО edu.rosminzdrav.ru, найти программу в образовательных мероприятиях, по названию НОЧУ ОДПО «НАЗВАНИЕ ПРОГРАММЫ», и добавить программу в свой план обучения. После этого можно обучаться, по окончании Вам выдается удостоверение о повышении квалификации. ЗЕТы будут начислены после сдачи отчета образовательной организацией в НМО, затем в течение месяца после официального окончания программы будут зачислены ЗЕТы на портале НМО.	На портале НМО указаны одни сроки подписки, а в программе другие
5	Прошла учебу, баллы до сих пор не начислены	Для того чтобы зачислились ЗЕТы, перед началом обучения Вам обязательно нужно зарегистрироваться на портале НМО edu.rosminzdrav.ru, найти программу в образовательных мероприятиях, по названию НОЧУ ОДПО «НАЗВАНИЕ ПРОГРАММЫ», и добавить программу в свой план обучения. После этого можно обучаться, по окончании Вам выдается удостоверение о повышении квалификации. ЗЕТы будут начислены после сдачи отчета образовательной организацией в НМО, затем в течение месяца после официального окончания программы будут зачислены ЗЕТы на портале НМО.	Прошла учебу, баллы до сих пор не начислены
5	Прошел обучение, когда ждать баллы НМО	Для того чтобы зачислились ЗЕТы, перед началом обучения Вам обязательно нужно зарегистрироваться на портале НМО edu.rosminzdrav.ru, найти программу в образовательных мероприятиях, по названию НОЧУ ОДПО «НАЗВАНИЕ ПРОГРАММЫ», и добавить программу в свой план обучения. После этого можно обучаться, по окончании Вам выдается удостоверение о повышении квалификации. ЗЕТы будут начислены после сдачи отчета образовательной организацией в НМО, затем в течение месяца после официального окончания программы будут зачислены ЗЕТы на портале НМО.	Прошел обучение, когда ждать баллы НМО
6	Где посмотреть документ о пройденном у вас курсе?	Электронные документы об окончании учебной программы находятся на сайте школы (академии), где ранее вы проходили обучение. Вкладка «Дипломы» поможет Вам скачать или распечатать документ.	Где посмотреть документ о пройденном у вас курсе?
6	Как можно найти в ЛК электронный вариант документа о пройденном обучении	Электронные документы об окончании учебной программы находятся на сайте школы (академии), где ранее вы проходили обучение. Вкладка «Дипломы» поможет Вам скачать или распечатать документ.	Как можно найти в ЛК электронный вариант документа о пройденном обучении
6	Как скачать диплом?	Электронные документы об окончании учебной программы находятся на сайте школы (академии), где ранее вы проходили обучение. Вкладка «Дипломы» поможет Вам скачать или распечатать документ.	Как скачать диплом?
6	Как мне вывести документы о пройденных курсах	Электронные документы об окончании учебной программы находятся на сайте школы (академии), где ранее вы проходили обучение. Вкладка «Дипломы» поможет Вам скачать или распечатать документ.	Как мне вывести документы о пройденных курсах
6	Ранее обучался. Где мне можно распечатать диплом или документ о прохождении обучения	Электронные документы об окончании учебной программы находятся на сайте школы (академии), где ранее вы проходили обучение. Вкладка «Дипломы» поможет Вам скачать или распечатать документ.	Ранее обучался. Где мне можно распечатать диплом или документ о прохождении обучения
6	Где я могу скачать копию диплома об обучении	Электронные документы об окончании учебной программы находятся на сайте школы (академии), где ранее вы проходили обучение. Вкладка «Дипломы» поможет Вам скачать или распечатать документ.	Где я могу скачать копию диплома об обучении
6	Нужна ссылка на мой диплом	Электронные документы об окончании учебной программы находятся на сайте школы (академии), где ранее вы проходили обучение. Вкладка «Дипломы» поможет Вам скачать или распечатать документ.	Нужна ссылка на мой диплом
